source_pdf,source_page,source_table_index,category,subcategory,part,radial_size_normalized,cost_full,cost_empty,mass_full_or_value,mass_empty,max_temp_k_full_or_value,max_temp_k_secondary_or_skin,parameters_json,radial_size,cost,mass_t,mass_t_full,mass_t_empty,max_temp_k,tolerance_g,capacity,capacity_electricity,torque_kn_m,s_a_s_level,electricity_electricity_per_s,oxidizer,liquid_fuel,monopropellant,xenon,ore,fuel,fuel_per_s,thrust_kn,thrust_kn_atm,thrust_kn_vac,twr,twr_atm,twr_vac,twr_full_atm,twr_full_vac,twr_empty_atm,twr_empty_vac,isp_s_atm,isp_s_vac,ablator,antenna_rating,brake_torque_knm,crew_capacity,data_size_mits,deflection_range_deg,deflection_surface_part_percent,deployable,dimensions_m_l,dimensions_m_sd,dimensions_m_w_per_e,ejection_impulse_kgf_s,electricity_electricity_per_mit,electricity_per_mass_electricity_per_s_t,experiment_base_science_value,fuel_consumption_per_s,full_deploy_altitude_m,fully_deployed_diameter,intake_air_initial_per_max,intake_area_m2,inventory_slots,isp_s_empty_atm,isp_s_empty_vac,lift,max_altitude_m,max_length_m,max_motor_speed_m_per_s,max_radius_m,net_transmission_speed_mits_per_s,packed_volume_l,panel_cost_per_m2,panel_mass_t_per_m2,relay_capable,required_crew,required_crew_per_power,scanning_mode,scanning_resource,semi_deploy_pressure_atm,semi_deployed_diameter,stacking_capacity,steerable,tolerance_m_per_s,volume_limit_l,xenon_per_s
Parts - Kerbal Space Program Wiki.pdf,27,42,Science,Sensors,SC-9001 Science Jr.,Small,1800,,0.2,,1200,,"{""cost"": ""1800"", ""data_size_mits"": ""25"", ""electricity_electricity_per_s"": ""-"", ""experiment_base_science_value"": ""Materials Study (25)"", ""mass_t"": ""0.2"", ""max_temp_k"": ""1200"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""6""}",Small,1800,0.2,,,1200,50,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,Materials Study (25),,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,27,42,Science,Sensors,Mystery Goo™ Containment Unit,Radial mounted,800,,0.05,,1200,,"{""cost"": ""800"", ""data_size_mits"": ""10"", ""electricity_electricity_per_s"": ""-"", ""experiment_base_science_value"": ""Mystery Goo™ Observation (10)"", ""mass_t"": ""0.05"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,800,0.05,,,1200,50,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,Mystery Goo™ Observation (10),,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,27,42,Science,Sensors,Double-C Seismic Accelerometer,Radial mounted,6000,,0.005,,1200,,"{""cost"": ""6000"", ""data_size_mits"": ""50"", ""electricity_electricity_per_s"": ""0.0075 (0.45 ⚡ /min)"", ""experiment_base_science_value"": ""Seismic Scan (20)"", ""mass_t"": ""0.005"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,6000,0.005,,,1200,50,,,,,0.0075 (0.45 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,Seismic Scan (20),,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,27,42,Science,Sensors,PresMat Barometer,Radial mounted,880,,0.005,,1200,,"{""cost"": ""880"", ""data_size_mits"": ""12"", ""electricity_electricity_per_s"": ""0.0075 (0.45 ⚡ /min)"", ""experiment_base_science_value"": ""Atmospheric Pressure Scan (12)"", ""mass_t"": ""0.005"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,880,0.005,,,1200,50,,,,,0.0075 (0.45 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,Atmospheric Pressure Scan (12),,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,27,42,Science,Sensors,GRAVMAX Negative Gravioli Detector,Radial mounted,8800,,0.005,,1200,,"{""cost"": ""8800"", ""data_size_mits"": ""60"", ""electricity_electricity_per_s"": ""0.0075 (0.45 ⚡ /min)"", ""experiment_base_science_value"": ""Gravity Scan (20)"", ""mass_t"": ""0.005"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,8800,0.005,,,1200,50,,,,,0.0075 (0.45 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,Gravity Scan (20),,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,27,42,Science,Sensors,2HOT Thermometer,Radial mounted,900,,0.005,,1200,,"{""cost"": ""900"", ""data_size_mits"": ""8"", ""electricity_electricity_per_s"": ""0.0075 (0.45 ⚡ /min)"", ""experiment_base_science_value"": ""Temperature Scan (8)"", ""mass_t"": ""0.005"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,900,0.005,,,1200,50,,,,,0.0075 (0.45 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,Temperature Scan (8),,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,27,42,Science,Sensors,Atmospheric Fluid Spectro-Variometer,Radial mounted,6500,,0.005,,1200,,"{""cost"": ""6500"", ""data_size_mits"": ""200"", ""electricity_electricity_per_s"": ""-"", ""experiment_base_science_value"": ""Atmosphere Analysis (20)"", ""mass_t"": ""0.005"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,6500,0.005,,,1200,50,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,Atmosphere Analysis (20),,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,27,42,Science,Sensors,Magnetometer Boom,Radial mounted,2200,,0.05,,1200,,"{""cost"": ""2200"", ""data_size_mits"": ""45"", ""electricity_electricity_per_s"": ""-"", ""experiment_base_science_value"": ""Magnetometer Report (45)"", ""mass_t"": ""0.05"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,2200,0.05,,,1200,50,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,Magnetometer Report (45),,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,28,43,Science,Resource scanners,M700 Survey Scanner,Small,1500,,0.2,,2000,,"{""cost"": ""1500"", ""mass_t"": ""0.2"", ""max_altitude_m"": ""1500000"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""scanning_mode"": ""Orbital"", ""scanning_resource"": ""All"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,1500,0.2,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000,,,,,,,,,,,Orbital,All,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,28,43,Science,Resource scanners,M4435 Narrow-Band Scanner,Small,1000,,0.1,,2000,,"{""cost"": ""1000"", ""mass_t"": ""0.1"", ""max_altitude_m"": ""500000"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""scanning_mode"": ""Surface"", ""scanning_resource"": ""Ore"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,1000,0.1,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,Surface,Ore,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,28,43,Science,Resource scanners,Surface Scanning Module,Radial mounted,800,,0.005,,2000,,"{""cost"": ""800"", ""mass_t"": ""0.005"", ""max_altitude_m"": ""1000"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""scanning_mode"": ""Surface"", ""scanning_resource"": ""Ore"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,800,0.005,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,Surface,Ore,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,28,44,Cargo,Containers,SEQ-3 Cargo Storage Unit,Tiny,200,,0.05,,1200,,"{""cost"": ""200"", ""inventory_slots"": ""3"", ""mass_t"": ""0.05"", ""max_temp_k"": ""1200"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15"", ""volume_limit_l"": ""180.0""}",Tiny,200,0.05,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,15,180.0,
Parts - Kerbal Space Program Wiki.pdf,28,44,Cargo,Containers,SEQ-3C Conformal Storage Unit,Radial mounted,100,,0.02,,1200,,"{""cost"": ""100"", ""inventory_slots"": ""3"", ""mass_t"": ""0.02"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15"", ""volume_limit_l"": ""60.0""}",Radial mounted,100,0.02,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,15,60.0,
Parts - Kerbal Space Program Wiki.pdf,28,44,Cargo,Containers,SEQ-9 Container Module,Small,600,,0.15,,1200,,"{""cost"": ""600"", ""inventory_slots"": ""9"", ""mass_t"": ""0.15"", ""max_temp_k"": ""1200"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""14"", ""volume_limit_l"": ""650.0""}",Small,600,0.15,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,14,650.0,
Parts - Kerbal Space Program Wiki.pdf,28,44,Cargo,Containers,SEQ-24 Cargo Storage Unit,Large,1500,,0.4,,1200,,"{""cost"": ""1500"", ""inventory_slots"": ""24"", ""mass_t"": ""0.4"", ""max_temp_k"": ""1200"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""14"", ""volume_limit_l"": ""2500.0""}",Large,1500,0.4,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,14,2500.0,
Parts - Kerbal Space Program Wiki.pdf,28,45,Cargo,Equipment,EVA Experiments Kit,,150,,0.02,,1200,,"{""cost"": ""150"", ""mass_t"": ""0.02"", ""max_temp_k"": ""1200"", ""packed_volume_l"": ""5.0"", ""stacking_capacity"": ""4"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""14""}",,150,0.02,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,4,,14,,
Parts - Kerbal Space Program Wiki.pdf,28,45,Cargo,Equipment,EVA Fuel Cylinders,,50,,0.02,0.008,2000,,"{""cost"": ""50"", ""mass_t"": ""0.02 (0.008)"", ""max_temp_k"": ""2000"", ""packed_volume_l"": ""15.0"", ""stacking_capacity"": ""-"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",,50,0.02 (0.008),,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,-,,10,,
Parts - Kerbal Space Program Wiki.pdf,28,45,Cargo,Equipment,EVA Jetpack,,25,,0.045,0.025,2000,,"{""cost"": ""25"", ""mass_t"": ""0.045 (0.025)"", ""max_temp_k"": ""2000"", ""packed_volume_l"": ""17.0"", ""stacking_capacity"": ""-"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",,25,0.045 (0.025),,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,-,,12,,
Parts - Kerbal Space Program Wiki.pdf,28,45,Cargo,Equipment,EVA Repair Kit,,75,,0.01,,1200,,"{""cost"": ""75"", ""mass_t"": ""0.01"", ""max_temp_k"": ""1200"", ""packed_volume_l"": ""5.0"", ""stacking_capacity"": ""4"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",,75,0.01,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,4,,12,,
Parts - Kerbal Space Program Wiki.pdf,28,45,Cargo,Equipment,Personal Parachute,,10,,0.004,,2000,,"{""cost"": ""10"", ""mass_t"": ""0.004"", ""max_temp_k"": ""2000"", ""packed_volume_l"": ""10.0"", ""stacking_capacity"": ""-"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",,10,0.004,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,-,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,46,Cargo,Deployables,Work Lamp (Small),,25,,0.002,,1200,,"{""cost"": ""25"", ""mass_t"": ""0.002"", ""max_temp_k"": ""1200"", ""packed_volume_l"": ""20.0"", ""stacking_capacity"": ""2"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",,25,0.002,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,2,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,46,Cargo,Deployables,Work Lamp (Stand),,35,,0.003,,1200,,"{""cost"": ""35"", ""mass_t"": ""0.003"", ""max_temp_k"": ""1200"", ""packed_volume_l"": ""40.0"", ""stacking_capacity"": ""-"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",,35,0.003,,,1200,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,-,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,46,Cargo,Deployables,Stamp-O-Tron Ground Anchor,,300,,0.05,,2000,,"{""cost"": ""300"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""packed_volume_l"": ""40.0"", ""stacking_capacity"": ""-"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",,300,0.05,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,-,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,47,Utility,Parachutes,Mk16 Parachute,Tiny,422,,0.1,,2500,,"{""cost"": ""422"", ""full_deploy_altitude_m"": ""1000"", ""fully_deployed_diameter"": ""20.7"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2500"", ""radial_size"": ""Tiny"", ""semi_deploy_pressure_atm"": ""0.04"", ""semi_deployed_diameter"": ""0.8"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Tiny,422,0.1,,,2500,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,20.7,,,,,,,,,,,,,,,,,,,,0.04,0.8,,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,47,Utility,Parachutes,Mk16-XL Parachute,Small,850,,0.3,,2500,,"{""cost"": ""850"", ""full_deploy_altitude_m"": ""1000"", ""fully_deployed_diameter"": ""51.2"", ""mass_t"": ""0.3"", ""max_temp_k"": ""2500"", ""radial_size"": ""Small"", ""semi_deploy_pressure_atm"": ""0.04"", ""semi_deployed_diameter"": ""2.5"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Small,850,0.3,,,2500,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,51.2,,,,,,,,,,,,,,,,,,,,0.04,2.5,,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,47,Utility,Parachutes,Mk2-R Radial- Mount Parachute,Radial mounted,400,,0.1,,2500,,"{""cost"": ""400"", ""full_deploy_altitude_m"": ""1000"", ""fully_deployed_diameter"": ""41.3"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2500"", ""radial_size"": ""Radial mounted"", ""semi_deploy_pressure_atm"": ""0.04"", ""semi_deployed_diameter"": ""1.6"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,400,0.1,,,2500,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,41.3,,,,,,,,,,,,,,,,,,,,0.04,1.6,,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,47,Utility,Parachutes,Mk25 Parachute,Small,400,,0.2,,2500,,"{""cost"": ""400"", ""full_deploy_altitude_m"": ""2500"", ""fully_deployed_diameter"": ""6.3"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2500"", ""radial_size"": ""Small"", ""semi_deploy_pressure_atm"": ""0.02"", ""semi_deployed_diameter"": ""0.9"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Small,400,0.2,,,2500,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,6.3,,,,,,,,,,,,,,,,,,,,0.02,0.9,,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,47,Utility,Parachutes,Mk12-R Radial- Mount Drogue Chute,Radial mounted,150,,0.075,,2500,,"{""cost"": ""150"", ""full_deploy_altitude_m"": ""2500"", ""fully_deployed_diameter"": ""7.7"", ""mass_t"": ""0.075"", ""max_temp_k"": ""2500"", ""radial_size"": ""Radial mounted"", ""semi_deploy_pressure_atm"": ""0.02"", ""semi_deployed_diameter"": ""1.3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,150,0.075,,,2500,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,7.7,,,,,,,,,,,,,,,,,,,,0.02,1.3,,,12,,
Parts - Kerbal Space Program Wiki.pdf,29,48,Utility,Ladders,Pegasus I Mobility Enhancer,Radial mounted,100,,0.005,,2000,,"{""cost"": ""100"", ""mass_t"": ""0.005"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,100,0.005,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,29,48,Utility,Ladders,Kelus Mobility Enhancer,Radial mounted,350,,0.005,,2000,,"{""cost"": ""350"", ""mass_t"": ""0.005"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,350,0.005,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,29,48,Utility,Ladders,Kelus-LV Bay Mobility Enhancer,Radial mounted,440,,0.005,,2000,,"{""cost"": ""440"", ""mass_t"": ""0.005"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,440,0.005,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,30,49,Utility,Lights,Illuminator Mk1,Radial mounted,100,,0.015,,2000,,"{""cost"": ""100"", ""electricity_electricity_per_s"": ""0.04 (2.4 ⚡ /min)"", ""mass_t"": ""0.015"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,100,0.015,,,2000,50,,,,,0.04 (2.4 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,30,49,Utility,Lights,Domelight Mk1,Radial mounted,50,,0.002,,2000,,"{""cost"": ""50"", ""electricity_electricity_per_s"": ""0.01 (0.3 ⚡ /min)"", ""mass_t"": ""0.002"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,50,0.002,,,2000,50,,,,,0.01 (0.3 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,30,49,Utility,Lights,Navigation Light Mk1,Radial mounted,40,,0.001,,2000,,"{""cost"": ""40"", ""electricity_electricity_per_s"": ""0.01 (0.6 ⚡ /min)"", ""mass_t"": ""0.001"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,40,0.001,,,2000,50,,,,,0.01 (0.6 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,30,49,Utility,Lights,Spotlight Mk1,Radial mounted,75,,0.005,,2000,,"{""cost"": ""75"", ""electricity_electricity_per_s"": ""0.02 (1.2 ⚡ /min)"", ""mass_t"": ""0.005"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,75,0.005,,,2000,50,,,,,0.02 (1.2 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,30,49,Utility,Lights,Lightstrip Mk1,Radial mounted,40,,0.001,,2000,,"{""cost"": ""40"", ""electricity_electricity_per_s"": ""0.01 (0.3 ⚡ /min)"", ""mass_t"": ""0.001"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,40,0.001,,,2000,50,,,,,0.01 (0.3 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,30,49,Utility,Lights,Illuminator Mk2,Radial mounted,100,,0.015,,2000,,"{""cost"": ""100"", ""electricity_electricity_per_s"": ""0.02 (1.2 ⚡ /min)"", ""mass_t"": ""0.015"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,100,0.015,,,2000,50,,,,,0.02 (1.2 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,30,50,Utility,Escape systems,Launch Escape System,Small,1000,982,,,2700,,"{""cost"": ""1000 (982)"", ""fuel"": ""30"", ""isp_s_empty_atm"": ""160"", ""isp_s_empty_vac"": ""180"", ""mass_t_empty"": ""0.90"", ""mass_t_full"": ""1.125"", ""max_temp_k"": ""2700"", ""radial_size"": ""Small"", ""thrust_kn_atm"": ""666.67"", ""thrust_kn_vac"": ""750.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15"", ""twr_empty_atm"": ""75.53"", ""twr_empty_vac"": ""84.98"", ""twr_full_atm"": ""60.43"", ""twr_full_vac"": ""67.98""}",Small,1000 (982),,1.125,0.90,2700,50,,,,,,,,,,,30,,,666.67,750.0,,,,60.43,67.98,75.53,84.98,,,,,,,,,,,,,,,,,,,,,,,,160,180,,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,30,51,Utility,Habitation module,PPD-10 Hitchhiker Storage Container,Large,4000,,2.5,,2000,1000,"{""cost"": ""4000"", ""mass_t"": ""2.5"", ""max_temp_k"": ""2000 (1000)"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""6""}",Large,4000,2.5,,,2000 (1000),50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,30,51,Utility,Habitation module,Mk1 Crew Cabin,Small,550,,1.0,,2000,1000,"{""cost"": ""550"", ""mass_t"": ""1.0"", ""max_temp_k"": ""2000 (1000)"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""40""}",Small,550,1.0,,,2000 (1000),50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,
Parts - Kerbal Space Program Wiki.pdf,30,51,Utility,Habitation module,MK2 Crew Cabin,Mk2,4200,,2.0,,2000,1400,"{""cost"": ""4200"", ""mass_t"": ""2.0"", ""max_temp_k"": ""2000 (1400)"", ""radial_size"": ""Mk2"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""45""}",Mk2,4200,2.0,,,2000 (1400),50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
Parts - Kerbal Space Program Wiki.pdf,30,51,Utility,Habitation module,Mk3 Passenger Module,Mk3,30000,,6.5,,2700,1500,"{""cost"": ""30000"", ""mass_t"": ""6.5"", ""max_temp_k"": ""2700 (1500)"", ""radial_size"": ""Mk3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk3,30000,6.5,,,2700 (1500),50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,31,52,Utility,Resource harvesters,'Drill-O-Matic Junior' Mining Excavator,Radial mounted,1000,,0.25,,2000,,"{""cost"": ""1000"", ""electricity_electricity_per_s"": ""3"", ""mass_t"": ""0.25"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,1000,0.25,,,2000,50,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
